date_published,id,type,country,country_code,name,status,admin_year,intersected_area_ha_cumulative,illegality_very_high_affected_area_ha,illegality_very_high_affected_area_pct,illegality_high_affected_area_ha,illegality_high_affected_area_pct,illegality_medium_affected_area_ha,illegality_medium_affected_area_pct,illegality_low_affected_area_ha,illegality_low_affected_area_pct,illegality_na_affected_area_ha,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy
2026-09-22,EC30088_0,indigenous_territories,Ecuador,EC,Churuwia,Titulada,202503,376.12,0.0,0.0,44.4,0.118,262.5,0.698,69.22,0.184,0.0,-78.480505,-3.333011,-78.310879,-3.133199
2026-09-22,EC30350_0,indigenous_territories,Ecuador,EC,Coca Sardinas,Sin reconocimiento,202503,201.7,0.0,0.0,201.7,1.0,0.0,0.0,0.0,0.0,0.0,-77.216866,-0.218133,-77.082316,-0.036577
2026-09-22,EC30645_0,indigenous_territories,Ecuador,EC,Cofan Bermejo,Titulada,202503,2.94,0.0,0.0,2.94,1.0,0.0,0.0,0.0,0.0,0.0,-77.513956,0.21563,-77.091124,0.407273
2026-09-22,EC30552_0,indigenous_territories,Ecuador,EC,Comuna Guayusa,Titulada,202503,82.42,0.0,0.0,82.42,1.0,0.0,0.0,0.0,0.0,0.0,-77.204576,-0.274358,-77.055389,-0.181644
2026-09-22,EC30325_0,indigenous_territories,Ecuador,EC,Comuna Kuri Yaku,Titulada,202503,114.85,0.0,0.0,63.16,0.55,0.0,0.0,51.7,0.45,-0.01,-77.109238,0.176214,-77.076554,0.237748
2026-09-22,EC30326_0,indigenous_territories,Ecuador,EC,Comuna Puma Kucha,Titulada,202503,41.3,0.0,0.0,5.89,0.143,0.0,0.0,35.41,0.857,0.0,-77.078865,0.176896,-77.047731,0.237977
2026-09-22,EC30553_0,indigenous_territories,Ecuador,EC,Comuna San José,Titulada,202503,212.97,0.0,0.0,212.97,1.0,0.0,0.0,0.0,0.0,0.0,-77.280724,-0.936991,-77.13917,-0.259575
2026-09-22,EC30127_0,indigenous_territories,Ecuador,EC,Cooperativa Shuar Kankaim,Titulada,202503,41.97,0.0,0.0,41.97,1.0,0.0,0.0,0.0,0.0,0.0,-77.674148,-2.391899,-77.610834,-2.276889
2026-09-22,EC30128_0,indigenous_territories,Ecuador,EC,Cooperativa Shuar Kankaiman,Titulada,202503,23.26,0.0,0.0,23.26,1.0,0.0,0.0,0.0,0.0,0.0,-77.657347,-2.306621,-77.609928,-2.229017
2026-09-22,EC30707_0,indigenous_territories,Ecuador,EC,El Kiim,Titulada,202503,1.53,0.0,0.0,1.53,1.0,0.0,0.0,0.0,0.0,0.0,-78.942405,-3.792729,-78.901058,-3.760578
2026-09-22,EC30047_0,indigenous_territories,Ecuador,EC,Kurints,Titulada,202503,53.29,0.0,0.0,34.88,0.655,18.41,0.345,0.0,0.0,0.0,-78.901608,-3.792243,-78.804097,-3.759628
2026-09-22,EC30051_0,indigenous_territories,Ecuador,EC,La Centza,Titulada,202503,0.0,,,,,,,,,0.0,-78.68253,-3.798211,-78.647398,-3.764674
2026-09-22,EC30745_0,indigenous_territories,Ecuador,EC,Machinias,Sin reconocimiento,202503,11.63,0.0,0.0,0.0,0.0,11.63,1.0,0.0,0.0,0.0,-78.540377,-3.638849,-78.489606,-3.615083
2026-09-22,EC30287_0,indigenous_territories,Ecuador,EC,Manchinias,Titulada,202503,238.33,0.0,0.0,38.9,0.163,110.43,0.463,89.0,0.373,0.0,-78.575405,-3.660589,-78.535672,-3.609586
2026-09-22,EC30746_0,indigenous_territories,Ecuador,EC,Micha Nunka,Sin reconocimiento,202503,16.77,0.0,0.0,0.0,0.0,16.77,1.0,0.0,0.0,0.0,-78.537951,-3.663899,-78.469595,-3.632814
2026-09-22,EC30268_0,indigenous_territories,Ecuador,EC,Nambija - Cumay,Titulada,202503,153.74,0.0,0.0,15.34,0.1,25.92,0.169,112.48,0.732,0.0,-78.904189,-4.085971,-78.785847,-3.959719
2026-09-22,EC30277_0,indigenous_territories,Ecuador,EC,Numpatacaime,Titulada,202503,0.97,0.0,0.0,0.97,1.0,0.0,0.0,0.0,0.0,0.0,-78.669363,-4.401516,-78.640059,-4.337091
2026-09-22,EC30043_0,indigenous_territories,Ecuador,EC,Pachicutza,Titulada,202503,76.66,0.0,0.0,31.25,0.408,6.01,0.078,39.4,0.514,0.0,-78.647786,-3.702814,-78.552764,-3.611406
2026-09-22,EC30705_0,indigenous_territories,Ecuador,EC,Pachikius,,202503,112.51,0.0,0.0,0.0,0.0,45.58,0.405,66.93,0.595,0.0,-78.641906,-4.131911,-78.617657,-4.105558
2026-09-22,EC30068_0,indigenous_territories,Ecuador,EC,Patuca,Titulada,202503,9.67,0.0,0.0,9.65,0.998,0.0,0.0,0.02,0.002,0.0,-78.273332,-2.769364,-78.217182,-2.718888
2026-09-22,EC30052_0,indigenous_territories,Ecuador,EC,Pindal,Titulada,202503,35.29,0.0,0.0,0.0,0.0,0.0,0.0,35.29,1.0,0.0,-78.61263,-3.804017,-78.517661,-3.720293
2026-09-22,EC30265_0,indigenous_territories,Ecuador,EC,Piunza,Titulada,202503,268.89,32.28,0.12,133.62,0.497,51.94,0.193,51.04,0.19,0.01,-78.882462,-3.920947,-78.790999,-3.853322
2026-09-22,EC30263_0,indigenous_territories,Ecuador,EC,Piunza - El Carmelo - Guadalupe,Titulada,202503,71.88,0.0,0.0,43.75,0.609,13.25,0.184,14.88,0.207,0.0,-78.899778,-3.882137,-78.860176,-3.799141
2026-09-22,EC30512_0,indigenous_territories,Ecuador,EC,Puca Hurco,Titulada,202503,43.87,0.0,0.0,0.0,0.0,0.0,0.0,43.87,1.0,0.0,-77.671464,-1.041821,-77.639408,-1.009823
2026-09-22,EC30515_0,indigenous_territories,Ecuador,EC,Puni Anzu,Titulada,202503,7.74,0.0,0.0,7.74,1.0,0.0,0.0,0.0,0.0,0.0,-77.751779,-1.154068,-77.705158,-1.118934
2026-09-22,EC30582_0,indigenous_territories,Ecuador,EC,Puni San Antonio,Titulada,202503,41.2,0.0,0.0,41.2,1.0,0.0,0.0,0.0,0.0,0.0,-77.730735,-1.177964,-77.69552,-1.145298
2026-09-22,EC30289_0,indigenous_territories,Ecuador,EC,Reserva Shuar,Titulada,202503,46.84,0.0,0.0,0.0,0.0,11.07,0.236,35.77,0.764,0.0,-78.604355,-3.515747,-78.480993,-3.432495
2026-09-22,EC30260_0,indigenous_territories,Ecuador,EC,Reserva Shuar Kenkiun,Titulada,202503,428.04,0.0,0.0,0.0,0.0,0.0,0.0,428.04,1.0,0.0,-78.649162,-4.062877,-78.597251,-4.007556
2026-09-22,EC30257_0,indigenous_territories,Ecuador,EC,Reserva Shuar Tsarunts,Titulada,202503,61.78,0.0,0.0,0.0,0.0,9.05,0.147,52.72,0.853,0.01,-78.651076,-4.116228,-78.590505,-4.041007
2026-09-22,EC30388_0,indigenous_territories,Ecuador,EC,Saraguro,Sin reconocimiento,202503,3.15,0.0,0.0,0.0,0.0,1.37,0.434,1.79,0.566,-0.01,-79.391072,-4.208287,-78.57458,-3.342224
2026-09-22,EC30711_0,indigenous_territories,Ecuador,EC,Shaime,Titulada,202503,711.27,0.0,0.0,172.83,0.243,449.47,0.632,88.97,0.125,0.0,-78.759541,-4.38334,-78.654263,-4.272759
2026-09-22,EC30276_0,indigenous_territories,Ecuador,EC,Shaimi,Titulada,202503,32.13,0.0,0.0,11.25,0.35,14.92,0.465,5.95,0.185,0.01,-78.728137,-4.408693,-78.65391,-4.335513
2026-09-22,EC30019_0,indigenous_territories,Ecuador,EC,Sin Información,Titulada,202503,3.25,0.0,0.0,0.0,0.0,3.25,1.0,0.0,0.0,0.0,-78.894791,-4.511661,-78.73798,-4.135615
2026-09-22,EC30022_0,indigenous_territories,Ecuador,EC,Sin Información,Sin reconocimiento,202503,11.76,0.0,0.0,10.9,0.926,0.0,0.0,0.87,0.074,-0.01,-78.417251,-2.748368,-78.30259,-2.674453
2026-09-22,EC30053_0,indigenous_territories,Ecuador,EC,Sin Información,Titulada,202503,18.96,0.0,0.0,0.0,0.0,0.0,0.0,18.96,1.0,0.0,-78.572623,-3.815421,-78.561273,-3.801266
2026-09-22,EC30003_0,indigenous_territories,Ecuador,EC,Territorio Etza,Titulada,202503,238.72,0.0,0.0,127.32,0.533,75.58,0.317,35.82,0.15,0.0,-77.265735,0.178795,-77.184112,0.253009
2026-09-22,EC30002_0,indigenous_territories,Ecuador,EC,Territorio San Antonio,Titulada,202503,5.81,0.0,0.0,5.81,1.0,0.0,0.0,0.0,0.0,0.0,-77.309635,0.134994,-77.240306,0.224507
2026-09-22,EC30006_0,indigenous_territories,Ecuador,EC,Territorio Taruka,Titulada,202503,257.16,0.0,0.0,207.05,0.805,38.56,0.15,11.54,0.045,0.01,-77.263595,0.122142,-77.186658,0.232227
2026-09-22,EC30004_0,indigenous_territories,Ecuador,EC,Territorio Yamaran Nankais,Titulada,202503,10.28,0.0,0.0,4.47,0.435,5.81,0.565,0.0,0.0,0.0,-77.197108,0.213486,-77.128252,0.294114
2026-09-22,EC30699_0,indigenous_territories,Ecuador,EC,Tsarunts,Solicitud de titulación,202503,20.13,0.0,0.0,0.0,0.0,0.0,0.0,20.13,1.0,0.0,-78.598835,-4.112461,-78.540043,-4.054415
2026-09-22,EC30704_0,indigenous_territories,Ecuador,EC,Tunants,,202503,0.0,,,,,,,,,0.0,-78.621083,-4.230131,-78.574614,-4.12652
2026-09-22,EC30292_0,indigenous_territories,Ecuador,EC,Tundaime,Titulada,202503,0.0,,,,,,,,,0.0,-78.511927,-3.586746,-78.461234,-3.551868
2026-09-22,EC30720_0,indigenous_territories,Ecuador,EC,Wampiashuk,Titulada,202503,96.77,0.0,0.0,40.61,0.42,2.11,0.022,54.06,0.559,-0.01,-78.826532,-4.443418,-78.731349,-4.363918
2026-09-22,EC30266_0,indigenous_territories,Ecuador,EC,Wawaime,Titulada,202503,82.19,0.0,0.0,49.32,0.6,16.17,0.197,16.7,0.203,0.0,-78.91806,-3.935489,-78.856732,-3.880195
2026-09-22,EC30713_0,indigenous_territories,Ecuador,EC,Yawi,Titulada,202503,0.0,,,,,,,,,0.0,-78.68196,-4.517551,-78.600097,-4.407274
2026-09-22,EC30706_0,indigenous_territories,Ecuador,EC,Yayu,Titulada,202503,17.15,0.0,0.0,15.46,0.901,1.69,0.099,0.0,0.0,0.0,-78.68124,-4.432747,-78.635195,-4.38161
2026-09-22,EC30267_0,indigenous_territories,Ecuador,EC,Zarza Paquisha,Titulada,202503,0.0,,,,,,,,,0.0,-78.616199,-3.903611,-78.541048,-3.850652
2026-09-22,EC30294_0,indigenous_territories,Ecuador,EC,Zurmi,Titulada,202503,209.19,0.0,0.0,66.66,0.319,41.66,0.199,100.87,0.482,0.0,-78.681879,-4.251658,-78.636761,-4.082226
2026-09-22,GF10015_0,indigenous_territories,French Guiana,GF,French Guiana,Reconocida,202503,539.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.33,-54.219128,2.853625,-53.185227,3.543762
2026-09-22,GF10141_0,indigenous_territories,French Guiana,GF,French Guiana,Reconocida,202503,0.0,,,,,,,,,0.0,-52.750941,4.546677,-52.568589,4.693034
2026-09-22,GF10143_0,indigenous_territories,French Guiana,GF,French Guiana,Reconocida,202503,112.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.75,-52.790595,4.473057,-52.558118,4.579877
2026-09-22,GF10149_0,indigenous_territories,French Guiana,GF,French Guiana,Reconocida,202503,41.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.96,-53.118691,2.575095,-52.04629,3.546004
2026-09-22,GY13036_0,indigenous_territories,Guyana,GY,Arau,,202503,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,-61.158079,6.35597,-61.03688,6.461891
2026-09-22,GY13055_0,indigenous_territories,Guyana,GY,Baramita,,202503,1791.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1791.96,-60.637956,7.160925,-60.19441,7.45676
2026-09-22,GY13115_0,indigenous_territories,Guyana,GY,Campbelltown,,202503,933.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.54,-59.220616,5.297955,-59.118495,5.413065
2026-09-22,GY13073_0,indigenous_territories,Guyana,GY,Chenapau,,202503,160.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.08,-59.658017,4.977286,-59.504557,5.064623
2026-09-22,GY13106_0,indigenous_territories,Guyana,GY,Chinese Landing,,202503,565.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.06,-59.725909,7.478455,-59.503595,7.544775
2026-09-22,GY13045_0,indigenous_territories,Guyana,GY,Isseneru Tract A,,202503,1353.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1353.29,-60.453064,6.324624,-60.260568,6.687445
2026-09-22,GY13044_0,indigenous_territories,Guyana,GY,Isseneru Tract B,,202503,17.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.82,-60.462361,6.352442,-60.37563,6.394841
2026-09-22,GY13128_0,indigenous_territories,Guyana,GY,Jawalla,,202503,751.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.47,-60.551962,5.510704,-60.309299,5.758536
2026-09-22,GY13126_0,indigenous_territories,Guyana,GY,Kaikan,,202503,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,-61.382695,5.91794,-61.134399,6.187435
2026-09-22,GY13127_0,indigenous_territories,Guyana,GY,Kamarang Keng,,202503,845.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.74,-60.709723,5.720268,-60.429912,6.148592
2026-09-22,GY13079_0,indigenous_territories,Guyana,GY,Karasabai (Homesteads),,202503,53.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.36,-59.739732,3.932263,-59.326745,4.504505
2026-09-22,GY13110_0,indigenous_territories,Guyana,GY,Karau,,202503,346.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.73,-58.711791,6.466442,-58.608889,6.552927
2026-09-22,GY13100_0,indigenous_territories,Guyana,GY,Karisparu,,202503,152.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.69,-59.556375,4.888371,-59.41531,5.072396
2026-09-22,GY13116_0,indigenous_territories,Guyana,GY,Kokerite,,202503,86.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.87,-59.67336,7.321279,-59.582356,7.403355
2026-09-22,GY13118_0,indigenous_territories,Guyana,GY,Koriabo,,202503,6.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61,-59.71254,7.5118,-59.578939,7.643244
2026-09-22,GY13113_0,indigenous_territories,Guyana,GY,MOROWTA,,202503,276.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.54,-60.775528,5.514237,-60.512205,5.807607
2026-09-22,GY13051_0,indigenous_territories,Guyana,GY,Micobie,,202503,573.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.02,-59.016538,5.339517,-58.914582,5.430377
2026-09-22,GY13094_0,indigenous_territories,Guyana,GY,Monkey Mountain,,202503,0.0,,,,,,,,,0.0,-59.796406,4.373844,-59.588047,4.522054
2026-09-22,GY13042_0,indigenous_territories,Guyana,GY,Rivers View/Falmouth,,202503,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,-58.593385,6.270578,-58.415943,6.468814
2026-09-22,GY13117_0,indigenous_territories,Guyana,GY,Waikrebi,,202503,80.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18,-59.58242,7.398916,-59.327046,7.563517
2026-09-22,GY13130_0,indigenous_territories,Guyana,GY,Waramadong,,202503,206.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.42,-60.88577,5.741867,-60.673184,5.94419
2026-09-22,PE1015_0,indigenous_territories,Peru,PE,ARAZAIRE,,202503,687.64,0.0,0.0,101.73,0.148,239.02,0.348,346.72,0.504,0.17,-70.390892,-13.033525,-70.343743,-12.983557
2026-09-22,PE1450_0,indigenous_territories,Peru,PE,BARRANCO CHICO,,202503,4639.05,0.0,0.0,2954.24,0.637,1002.54,0.216,682.1,0.147,0.17,-70.627701,-12.933848,-70.475643,-12.842545
2026-09-22,PE3280_0,indigenous_territories,Peru,PE,BOCA DEL INAMBARI,,202503,1191.83,0.0,0.0,801.16,0.672,372.0,0.312,18.67,0.016,0.0,-69.764549,-12.808063,-69.673541,-12.716953
2026-09-22,PE1593_0,indigenous_territories,Peru,PE,CHAPIS Y ANEXO NUEVA ALEGRIA Y AJACHÍN,,202503,7.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,1.0,0.0,-77.542756,-4.447917,-77.452654,-4.319254
2026-09-22,PE3279_0,indigenous_territories,Peru,PE,EL PILAR,,202503,156.3,0.0,0.0,24.31,0.156,131.99,0.844,0.0,0.0,0.0,-69.285855,-12.60022,-69.244538,-12.495596
2026-09-22,PE1050_0,indigenous_territories,Peru,PE,KOTSIMBA,,202503,4073.99,0.0,0.0,3551.86,0.872,240.95,0.059,281.19,0.069,-0.01,-70.347,-13.174007,-70.071896,-12.976799
2026-09-22,PE609_0,indigenous_territories,Peru,PE,NUEVO UNIDOS TAHUANTINSUYO,,202503,670.12,0.0,0.0,516.65,0.771,12.9,0.019,140.58,0.21,-0.01,-74.923606,-9.709362,-74.802156,-9.493189
2026-09-22,PE3281_0,indigenous_territories,Peru,PE,PUERTO LUZ,,202503,1028.5,0.0,0.0,575.69,0.56,219.08,0.213,233.73,0.227,0.0,-70.886124,-12.976472,-70.543833,-12.692741
2026-09-22,PE794_0,indigenous_territories,Peru,PE,SAN JACINTO,,202503,2737.09,0.0,0.0,374.52,0.137,1685.16,0.616,676.54,0.247,0.87,-73.894042,-12.683159,-69.37233,-4.493846
2026-09-22,PE1082_0,indigenous_territories,Peru,PE,SAN JOSE DE KARENE,,202503,8031.92,0.0,0.0,3065.46,0.382,1997.79,0.249,2967.91,0.37,0.76,-70.683583,-12.795016,-70.421829,-12.614525
2026-09-22,PE1771_0,indigenous_territories,Peru,PE,SHIMPI,TITULADA,202503,1.76,0.0,0.0,0.0,0.0,0.0,0.0,1.76,1.0,0.0,-77.428157,-4.489447,-77.344206,-4.390271
2026-09-22,PE969_0,indigenous_territories,Peru,PE,SHIRINGAYOC,,202503,1134.78,0.0,0.0,919.32,0.81,211.9,0.187,3.48,0.003,0.08,-69.966606,-12.689049,-69.881218,-12.571811
2026-09-22,PE619_0,indigenous_territories,Peru,PE,TRES HERMANOS DEL SIRA,,202503,6.92,0.0,0.0,6.92,1.0,0.0,0.0,0.0,0.0,0.0,-74.810211,-9.675868,-74.695189,-9.557667
2026-09-22,PE795_0,indigenous_territories,Peru,PE,TRES ISLAS,,202503,3574.36,0.0,0.0,624.96,0.175,2459.99,0.688,488.99,0.137,0.42,-69.60052,-12.650611,-69.300003,-12.444716
2026-09-22,PE512_0,indigenous_territories,Peru,PE,TSIROTZIRE,,202503,845.75,0.0,0.0,618.85,0.732,167.85,0.198,58.99,0.07,0.06,-74.931305,-9.385131,-74.839841,-9.319144
2026-09-22,VE50058_0,indigenous_territories,Venezuela,VE,"Ikabaru (Taurepan, Pemon)",Demarcada,202503,7988.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7988.43,-62.415214,4.075435,-61.319384,4.825998
2026-09-22,VE50070_0,indigenous_territories,Venezuela,VE,Territorio Multiétnico Arawak - Yanomami,Sin demarcación,202503,177.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.7,-66.477478,0.646933,-64.9975,2.603516
2026-09-22,VE50069_0,indigenous_territories,Venezuela,VE,Territorio Uwottüja del Sipapo,Solicitud de titulación,202503,117.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.79,-67.861792,4.110528,-66.383829,5.773548
2026-09-22,VE50071_0,indigenous_territories,Venezuela,VE,Territorio Ye'kwana-Sanema de Alto Orinoco,Autodemarcado,202503,95.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.02,-66.175968,2.550067,-64.508954,4.366803
2026-09-22,VE50066_0,indigenous_territories,Venezuela,VE,Territorio Ye'kwana-Sanema de Medio Alto Caura,En proceso de autodemarcación,202503,313.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.2,-65.270737,3.840267,-63.391392,6.742887
2026-09-22,VE50072_0,indigenous_territories,Venezuela,VE,Territorio Ye'kwana-Sanema de Medio Alto Ventuari,En proceso de autodemarcación,202503,215.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.08,-66.158053,4.008473,-64.53054,5.551523
2026-09-22,VE50027_0,indigenous_territories,Venezuela,VE,Territorio tradicional Akawayo,Sin demarcación,202503,1285.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.8,-61.384925,6.268327,-60.824774,6.864264
2026-09-22,VE50022_0,indigenous_territories,Venezuela,VE,Territorio tradicional Arawak - Atabapo,Sin demarcación,202503,4179.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4179.25,-67.808335,2.638287,-65.891667,4.378738
2026-09-22,VE50020_0,indigenous_territories,Venezuela,VE,Territorio tradicional Arawak - Maroa,Sin demarcación,202503,0.0,,,,,,,,,0.0,-67.859845,1.909331,-66.215903,3.248472
2026-09-22,VE50052_0,indigenous_territories,Venezuela,VE,Territorio tradicional E'ñapa,Sin demarcación,202503,464.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.88,-66.885834,6.189924,-65.362016,7.512121
2026-09-22,VE50062_0,indigenous_territories,Venezuela,VE,Territorio tradicional Jotï,Autodemarcado,202503,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,-65.861756,5.093769,-65.079912,6.659864
2026-09-22,VE950080_0,indigenous_territories,Venezuela,VE,Territorio tradicional Kari'ña,Sin demarcación,202503,1842.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842.93,-64.812488,7.171843,-60.525641,9.681355
2026-09-22,VE50061_0,indigenous_territories,Venezuela,VE,Territorio tradicional Pemon,Sin demarcación,202503,66923.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66923.72,-64.018974,4.109859,-60.581806,7.001154
2026-09-22,VE50013_0,indigenous_territories,Venezuela,VE,Territorio tradicional Uwottüja,Sin demarcación,202503,138.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.98,-67.583418,3.083491,-65.875833,6.317974
2026-09-22,VE50065_0,indigenous_territories,Venezuela,VE,Territorio tradicional Yanomami de Alto Orinoco,En proceso de autodemarcación,202503,458.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.88,-65.557355,1.132251,-63.354771,3.837877
2026-09-22,BOAP-0405_0,protected_areas,Bolivia,BO,Apolobamba,,202503,1599.4,1599.39,1.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-69.361466,-15.359647,-68.055534,-14.686835
2026-09-22,BO221_0,protected_areas,Bolivia,BO,Arroyo Bahia,,202503,89.83,38.5,0.429,51.33,0.571,0.0,0.0,0.0,0.0,0.0,-68.784071,-11.148187,-68.710918,-11.035759
2026-09-22,BO220_0,protected_areas,Bolivia,BO,Bruno Racua,,202503,131.11,0.0,0.0,40.47,0.309,0.0,0.0,90.64,0.691,0.0,-65.59255,-10.106036,-65.308659,-9.667979
2026-09-22,BO109_0,protected_areas,Bolivia,BO,Güenda - Urubó,,202503,0.0,,,,,,,,,0.0,-63.528659,-17.9477,-63.317462,-17.551619
2026-09-22,BOAP-0301_0,protected_areas,Bolivia,BO,Isiboro Securé,,202503,25.65,25.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.845069,-16.786974,-65.055126,-15.47136
2026-09-22,BOAP-1601_0,protected_areas,Bolivia,BO,Madidi,,202503,908.12,908.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.2589,-15.233523,-67.498652,-12.704703
2026-09-22,BOAP-0604_0,protected_areas,Bolivia,BO,Manuripi,,202503,4.88,4.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.989184,-12.495565,-67.191134,-11.278329
2026-09-22,BOAP-1405_0,protected_areas,Bolivia,BO,Pilón Lajas,,202503,161.35,161.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.689869,-15.448004,-67.025016,-14.438176
2026-09-22,BO9_0,protected_areas,Bolivia,BO,Rhukanrhuka,,202503,21.62,21.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.566214,-14.636113,-66.725641,-12.860429
2026-09-22,BO78_0,protected_areas,Bolivia,BO,Urbano de Cobija,,202503,0.4,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.76548,-11.05367,-68.763256,-11.051619
2026-09-22,BO218_0,protected_areas,Bolivia,BO,Ñembi Guasu,,202503,0.0,,,,,,,,,0.0,-60.912082,-19.331623,-58.773042,-18.264196
2026-09-22,BR214_0,protected_areas,Brazil,BR,AREA DE PROTEÇÃO AMBIENTAL TARUMA/PONTA NEGRA,,202503,26.44,0.0,0.0,26.44,1.0,0.0,0.0,0.0,0.0,0.0,-60.144703,-3.095701,-60.016517,-2.682948
2026-09-22,BR1347_0,protected_areas,Brazil,BR,ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO,,202503,0.0,,,,,,,,,0.0,-54.434243,-7.3536,-52.733165,-4.1217
2026-09-22,BR366_0,protected_areas,Brazil,BR,ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ,,202503,29.16,29.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.895121,-0.43507,-54.600689,2.028062
2026-09-22,BR1405_0,protected_areas,Brazil,BR,ESTAÇÃO ECOLÓGICA DO JARI,,202503,0.0,,,,,,,,,0.0,-53.4104,-0.85834,-52.521786,-0.13035
2026-09-22,BR1379_0,protected_areas,Brazil,BR,ESTAÇÃO ECOLÓGICA JUAMI-JAPURÁ,,202503,4436.08,4436.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.197947,-2.840616,-67.499981,-1.64392
2026-09-22,BR774_0,protected_areas,Brazil,BR,ESTAçãO ECOLóGICA ALTO MAUéS,,202503,608.87,593.3,0.974,8.44,0.014,7.12,0.012,0.0,0.0,0.01,-58.846603,-6.23234,-57.773538,-4.999786
2026-09-22,BR652_0,protected_areas,Brazil,BR,FLORESTA ESTADUAL DE IRIRI,,202503,32.36,0.0,0.0,32.36,1.0,0.0,0.0,0.0,0.0,0.0,-54.76168,-6.84295,-54.14779,-5.820786
2026-09-22,BR1573_0,protected_areas,Brazil,BR,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO PERIQUITO,,202503,12.19,0.0,0.0,0.0,0.0,12.19,1.0,0.0,0.0,0.0,-62.57616,-9.367607,-62.508029,-9.338482
2026-09-22,BR1204_0,protected_areas,Brazil,BR,FLORESTA ESTADUAL DO AMAPÁ,,202503,3318.55,0.0,0.0,2700.24,0.814,597.73,0.18,20.58,0.006,0.0,-52.506147,0.14534,-50.888143,3.793162
2026-09-22,BR457_0,protected_areas,Brazil,BR,FLORESTA ESTADUAL DO PARU,,202503,1454.93,37.08,0.025,1379.08,0.948,38.77,0.027,0.0,0.0,0.0,-55.6693,-1.23,-52.679552,1.250358
2026-09-22,BR1252_0,protected_areas,Brazil,BR,FLORESTA ESTADUAL DO TROMBETAS,,202503,13.95,0.0,0.0,0.0,0.0,13.95,1.0,0.0,0.0,0.0,-57.934695,-1.295111,-55.225742,0.81755
